jnspemda,kodefungsi,fungsi,kodesubfungsi,subfungsi,kodeurusan,urusan/unsur,kodebidang,uraibidang,kodeprogram,uraiprogram,kodekegiatan,uraikegiatan,kodesubkegiatan,uraisubkegiatan,kinerja,indikator,satuan
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.02,Pelayanan Pencegahan dan Kesiapsiagaan Terhadap Bencana,1.05.03.1.02.08,Pengembangan Kapasitas Tim Reaksi Cepat (TRC) Bencana,Meningkatnya Kemampuan Teknis dan Manajerial Personil TRC Tingkat Provinsi Dalam Melaksanakan Penanganan Awal Darurat Bencana,Jumlah Personil TRC Tingkat Provinsi yang Dikembangkan Kapasitas Teknis dan Manajerialnya Dalam Melaksanakan Penanganan Awal Darurat Bencana ,Orang
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.02,Pelayanan Pencegahan dan Kesiapsiagaan Terhadap Bencana,1.05.03.1.02.09,Penyusunan Rencana Kontijensi,Tersedianya Dokumen Rencana Kontinjensi,Jumlah Dokumen Rencana Kontinjensi,Dokumen
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.02,Pelayanan Pencegahan dan Kesiapsiagaan Terhadap Bencana,1.05.03.1.02.10,Gladi Kesiapsiagaan Terhadap Bencana,Terlaksananya Gladi Kesiapsiagaan untuk Bencana Prioritas Provinsi,Jumlah Laporan Pelaksanaan Gladi Kesiapsiagaan untuk Bencana Prioritas Provinsi,Laporan
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.02,Pelayanan Pencegahan dan Kesiapsiagaan Terhadap Bencana,1.05.03.1.02.11,Penyusunan Rencana Penanggulangan Kedaruratan Bencana,Tersusunnya Dokumen Rencana Penanggulangan Kedaruratan Bencana (RPKB) yang sah dan legal,Jumlah Dokumen Rencana Penanggulangan Kedaruratan Bencana (RPKB) yang dilegalisasi ,Dokumen
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.03,Pelayanan Penyelamatan dan Evakuasi Korban Bencana,1.05.03.1.03.01,Respon Cepat Kejadian Luar Biasa Penyakit/Wabah Zoonosis Prioritas,Terlaksananya koordinasi Respon Cepat Kejadian Luar Biasa Penyakit/Wabah Zoonosis Prioritas,Jumlah laporan Hasil koordinasi Respon Cepat Kejadian Luar Biasa Penyakit/Wabah Zoonosis Prioritas,Laporan
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.03,Pelayanan Penyelamatan dan Evakuasi Korban Bencana,1.05.03.1.03.02,Respon Cepat Penanganan Darurat Bencana,Terlaksananya Respon Cepat Penanganan Darurat Bencana,Jumlah Laporan Pelaksanaan Respon Cepat Penanganan Darurat Bencana,Laporan
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.03,Pelayanan Penyelamatan dan Evakuasi Korban Bencana,1.05.03.1.03.03,"Pencarian, Pertolongan dan Evakuasi Korban Bencana","Terlaksananya Upaya untuk Menemukan, Menolong, maupun Memindahkan Korban Bencana Dari Lokasi Bencana ke Tempat yang Aman","Jumlah Laporan Pelaksanaan Pencarian, Pertolongan dan Evakuasi Korban Bencana",Laporan
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.03,Pelayanan Penyelamatan dan Evakuasi Korban Bencana,1.05.03.1.03.04,Penyediaan Logistik Penyelamatan dan Evakuasi Korban Bencana,Terdistribusinya Logistik Penyelamatan dan Evakuasi Korban Bencana,Jumlah Korban Bencana yang Mendapatkan Distribusi Logistik Penyelamatan dan Evakuasi Korban Bencana ,Orang
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.03,Pelayanan Penyelamatan dan Evakuasi Korban Bencana,1.05.03.1.03.05,Aktivasi Sistem Komando Penanganan Darurat Bencana,"Terlaksananya Pengerahan dan Pengorganisasian Komando Penanganan Darurat Bencana Tingkat Provinsi,",Jumlah Laporan Pelaksanaan Aktivasi Sistem Komando Penanganan Darurat Bencana,Laporan
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.03,Pelayanan Penyelamatan dan Evakuasi Korban Bencana,1.05.03.1.03.06,Respon Cepat Bencana Non ALam Epidemi/Wabah Penyakit,Terlaksananya Respon Cepat Bencana Non Alam Epidemi/Wabah Penyakit,Jumlah Laporan Pelaksanaan Respon Cepat Bencana Non Alam Epidemi/Wabah Penyakit,Laporan
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.04,Penataan Sistem Dasar Penanggulangan Bencana,1.05.03.1.04.01,Penyusunan Regulasi Penanggulangan Bencana Daerah,Tersedianya Regulasi Pendukung Penyelenggaraan Penanggulangan Bencana di Daerah,Jumlah Regulasi Pendukung Penyelenggaraan Penanggulangan Bencana di Daerah,Dokumen
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.04,Penataan Sistem Dasar Penanggulangan Bencana,1.05.03.1.04.02,Penguatan Kelembagaan Bencana Daerah,Tersedianya Dokumen Tata Kelola Kelembagaan Bencana Daerah,Jumlah Dokumen Tata Kelola Kelembagaan Bencana Daerah,Dokumen
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.04,Penataan Sistem Dasar Penanggulangan Bencana,1.05.03.1.04.03,Kerja Sama Antar Lembaga dan Kemitraan dalam Penanggulangan Bencana,Terlaksananya Kerja Sama Antar Lembaga dan Kemitraan dalam Penanggulangan Bencana,Jumlah Dokumen Kerja Sama Antar Lembaga dan Kemitraan dalam Penanggulangan Bencana,Dokumen
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.04,Penataan Sistem Dasar Penanggulangan Bencana,1.05.03.1.04.04,Pengelolaan dan Pemanfaatan Sistem Informasi Kebencanaan ,Tersedianya Data dan Informasi Kebencanaan,Jumlah Data dan Informasi Kebencanaan,Dokumen
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.04,Penataan Sistem Dasar Penanggulangan Bencana,1.05.03.1.04.05,Pembinaan dan Pengawasan Penyelenggaraan Penanggulangan Bencana Kabupaten/Kota di Wilayah Provinsi,Terlaksananya Pembinaan dan Pengawasan Penyelenggaraan Penanggulangan Bencana Kabupaten/Kota di Wilayah Provinsi,Jumlah Laporan Hasil Pembinaan dan Pengawasan Penyelenggaraan Penanggulangan Bencana Kabupaten/Kota di Wilayah Provinsi,Laporan
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.04,Penataan Sistem Dasar Penanggulangan Bencana,1.05.03.1.04.06,Pelatihan Keluarga Tanggap Bencana Alam,Terlaksananya Pelatihan Keluarga Tanggap Bencana Alam,Jumlah Keluarga yang Mengikuti Pelatihan Keluarga Tanggap Bencana Alam,Keluarga
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.03,PROGRAM PENANGGULANGAN BENCANA,1.05.03.1.04,Penataan Sistem Dasar Penanggulangan Bencana,1.05.03.1.04.07,Penanganan Pasca Bencana Provinsi,Tersedianya Dokumen Pengkajian Kebutuhan Pasca Bencana (JITU PASNA) dan Rencana Rehabilitasi dan Rekonstruksi Pasca Bencana (R3P),Jumlah Dokumen Pengkajian Kebutuhan Pasca Bencana (JITU PASNA) dan Rencana Rehabilitasi dan Rekonstruksi Pasca Bencana (R3P) yang Disusun,Dokumen
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.01,Penyelenggaraan Pemetaan Rawan Bencana Kebakaran,1.05.04.1.01.01,Penyediaan dan Pemutakhiran Informasi Daerah Rawan Kebakaran dan Peta Rawan Kebakaran,Tersedianya Dokumen Informasi Daerah (Kabupaten/Kota) Rawan Kebakaran dan Peta Rawan Kebakaran yang Sah dan Legal,Jumlah Dokumen Informasi Daerah (Kabupaten/Kota) Rawan Kebakaran dan Peta Rawan Kebakaran yang Sah dan Legal,Dokumen
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.01,Penyelenggaraan Pemetaan Rawan Bencana Kebakaran,1.05.04.1.01.02,Penyusunan dan Pemutakhiran Rencana Induk Sistem Proteksi Kebakaran,Tersedianya Dokumen Rencana Induk Sistem Proteksi Kebakaran yang Sah dan Legal,Jumlah Dokumen Rencana Induk Sistem Proteksi Kebakaran yang sah dan legal,Dokumen
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.01,Penyelenggaraan Pemetaan Rawan Bencana Kebakaran,1.05.04.1.01.03,Pembinaan Aparatur Pemadam Kebakaran dan Penyelamatan Provinsi dan Kabupaten/Kota,Terlaksananya Pembinaan Aparatur Pemadam Kebakaran dan Penyelamatan Provinsi dan Kabupaten/Kota ,Jumlah Laporan Hasil Pembinaan Aparatur Pemadam Kebakaran dan Penyelamatan Provinsi dan Kabupaten/Kota ,Laporan
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.01,Penyelenggaraan Pemetaan Rawan Bencana Kebakaran,1.05.04.1.01.04,"Penyelenggaraan Kerja Sama dan Koordinasi Antar Daerah Berbatasan, Antar Lembaga, dan Kemitraan dalam Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran","Tersedianya Dokumen Hasil Penyelenggaraan Kerja Sama dan Koordinasi Antar Daerah Berbatasan, Antar Lembaga, dan Kemitraan dalam Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Non Kebakaran","Jumlah Dokumen Hasil Pelaksanaan Penyelenggaraan Kerja Sama dan Koordinasi Antar Wilayah Kabupaten/Kota dalam Pencegahan, Penanggulangan Kebakaran dan Penyelamatan ",Dokumen 
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.01,Penyelenggaraan Pemetaan Rawan Bencana Kebakaran,1.05.04.1.01.05,"Pengadaan Sarana dan Prasarana Pencegahan, Penanggulangan Kebakaran dan Alat Pelindung Diri","Tersedianya Sarana dan Prasarana Pencegahan, Penanggulangan Kebakaran dan Alat Pelindung Diri yang Sah dan Legal Sesuai Standar Teknis Terkait","Jumlah Sarana dan Prasarana yang Tersedia untuk Pencegahan dan Penanggulangan Kebakaran, serta Alat Pelindung diri sesuai Standar Teknis Terkait",Unit 
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.01,Penyelenggaraan Pemetaan Rawan Bencana Kebakaran,1.05.04.1.01.06,"Standarisasi Sarana dan Prasarana Pencegahan, Penanggulangan Kebakaran dan Alat Pelindung Diri","Tersedianya Dokumen secara Periodik Penyelenggaraan Standarisasi Sarana dan Prasarana Pencegahan, Penanggulangan Kebakaran dan Alat Pelindung Diri secara Berkala, Sah, dan Legal","Jumlah Dokumen Periodik Penyelenggaraan Standarisasi Sarana dan Prasarana Pencegahan, Penanggulangan Kebakaran dan Alat Pelindung Diri secara Berkala, Sah dan Legal",Dokumen
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.01,Penyelenggaraan Pemetaan Rawan Bencana Kebakaran,1.05.04.1.01.07,Standarisasi Sarana dan Prasarana Pencarian dan Pertolongan Terhadap Kondisi Membahayakan Manusia/Penyelamatan dan Evakuasi,Tersedianya Dokumen Secara Periodik Penyelenggaraan Standarisasi Sarana dan Prasarana Pencarian dan Pertolongan Terhadap Kondisi Membahayakan Manusia/Penyelamatan dan Evakuasi,Jumlah Dokumen secara Periodik Penyelenggaraan Sarana dan Prasarana Pencarian dan Pertolongan terhadap Kondisi Membahayakan Manusia/Penyelamatan dan Evakuasi,Dokumen
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.01,Penyelenggaraan Pemetaan Rawan Bencana Kebakaran,1.05.04.1.01.08,Pengadaan Sarana dan Prasarana Pencarian dan Pertolongan Terhadap Kondisi Membahayakan Manusia/Penyelamatan dan Evakuasi,Tersedianya Sarana dan Prasarana Pencarian dan Pertolongan Terhadap Kondisi Membahayakan Manusia/Penyelamatan dan Evakuasi yang Sah dan Legal sesuai Standar Teknis Terkait,Jumlah Sarana dan Prasarana Pencarian dan Pertolongan Terhadap Kondisi Membahayakan Manusia/Penyelamatan dan Evakuasi yang Sah dan Legal sesuai dengan Standar Teknis Terkait,Unit 
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.01,Penyelenggaraan Pemetaan Rawan Bencana Kebakaran,1.05.04.1.01.09,"Bimbingan Teknis Terkait Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran Provinsi dan Kabupaten/Kota","Terlaksananya Bimbingan Teknis Terkait Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran Provinsi dan Kabupaten/Kota","Jumlah Aparatur Kebakaran yang Mengikuti Bimbingan Teknis Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran Provinsi dan Kabupaten/Kota)",Orang
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.01,Penyelenggaraan Pemetaan Rawan Bencana Kebakaran,1.05.04.1.01.10,"Sosialisasi, Komunikasi, Informasi dan Edukasi kepada Pemangku Kepentingan dan Masyarakat Terkait Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran","Terlaksananya Sosialisasi, Komunikasi, Informasi dan Edukasi kepada Pemangku Kepentingan dan Masyarakat terkait Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran Melalui Media Sosial, Wahana Multi Media Lainnya ","Jumlah Dokumen Hasil Pelaksanaan Sosialisasi, Komunikasi, Informasi dan Edukasi kepada Pemangku Kepentingan dan Masyarakat Terkait Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran ",Dokumen
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.01,Penyelenggaraan Pemetaan Rawan Bencana Kebakaran,1.05.04.1.01.11,Penyelenggaraan Sistem Informasi dan Pelaporan Kebakaran dan Penyelamatan Secara Terintegrasi,"Tersedianya Sistem Komunikasi dan Informasi Kebakaran dan Penyelamatan (SKIK) yang Bisa Diperbaharui Atau Dimutakhirkan secara Berkala, Berkelanjutan dan Real Time yang Dimiliki oleh Kabupaten/Kota",Jumlah Kabupaten/Kota yang Memiliki Sistem Komunikasi dan Infomasi Kebakaran dan Penyelamatan (SKIKP),Kabupaten/Kota
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.01,Penyelenggaraan Pemetaan Rawan Bencana Kebakaran,1.05.04.1.01.12,Penyajian Data Kejadian dan Dampak Kebakaran serta Penyelamatan,Tersedianya Dokumen yang Memuat Data Kejadian dan Dampak Kebakaran serta Penyelamatan yang Terintegrasi dan Valid,Jumlah Dokumen yang Memuat Data Kejadian dan Dampak Kebakaran serta Penyelamatan yang terintegrasi dan Valid,Dokumen
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.01,Penyelenggaraan Pemetaan Rawan Bencana Kebakaran,1.05.04.1.01.13,Pelatihan Keluarga Tanggap Bencana Rumah Tangga,Terlaksananya Pelatihan Keluarga Tanggap Bencana Rumah Tangga,Jumlah Keluarga yang Mengikuti Pelatihan Keluarga Tanggap Bencana Rumah Tangga,Keluarga
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.02,"Pembinaan dan Pengawasan Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran",1.05.04.1.02.01,"Pembinaan Penyelenggaraan Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran","Terlaksananya Pembinaan Penyelenggaraan Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran ","Jumlah Laporan Hasil Pembinaan Penyelenggaraan Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran",Laporan
PROV,03,KETERTIBAN DAN KEAMANAN,02,Penanggulangan Bencana,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.05,URUSAN PEMERINTAHAN BIDANGKETENTERAMAN DAN KETERTIBAN UMUM SERTA PERLINDUNGAN MASYARAKAT,1.05.04,"PROGRAM PENCEGAHAN, PENANGGULANGAN, PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ",1.05.04.1.02,"Pembinaan dan Pengawasan Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran",1.05.04.1.02.02,"Pengawasan Penyelenggaraan Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran","Terlaksananya Pengawasan Penyelenggaraan Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran","Jumlah Laporan Hasil Pengawasan Penyelenggaraan Pencegahan, Penanggulangan, Penyelamatan Kebakaran dan Penyelamatan Non Kebakaran",Laporan
PROV,11,PERLINDUNGAN SOSIAL,02,Perlindungan dan Pelayanan Manusia Usia Lanjut (Manula),1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.06,URUSAN PEMERINTAHAN BIDANG SOSIAL,1.06.02,PROGRAM PEMBERDAYAAN SOSIAL,1.06.02.1.01,Penerbitan Izin Pengumpulan Sumbangan Lintas Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi,1.06.02.1.01.01,Koordinasi dan Sinkronisasi Penerbitan Izin Undian Gratis Berhadiah dan Pengumpulan Uang atau Barang,Terlaksananya Koordinasi dan Sinkronisasi Penerbitan Izin Undian Gratis Berhadiah dan Pengumpulan Uang atau Barang,Jumlah Dokumen Hasil Koordinasi dan Sinkronisasi Penerbitan Izin Undian Gratis Berhadiah dan Pengumpulan Uang atau Barang ,Dokumen
